0.03353087649664188  8.630e+01 8.717e-01 8.149e-01  0 2.871e+00 2.380e-01  1 5.709e+00 2.220e-01  2 9.696e+00 1.381e-01  
0.03353187649664188  1.045e+02 1.055e+00 3.335e-01  0 1.066e+00 5.868e-01  1 2.927e+00 5.701e-01  2 1.230e+01 5.553e-02  
0.03353287649664188  9.082e+01 9.173e-01 7.090e-01  0 2.959e+00 2.277e-01  1 2.964e+00 5.638e-01  2 3.520e+00 7.413e-01  
0.03353387649664188  9.877e+01 9.976e-01 4.877e-01  0 1.094e+00 5.788e-01  1 6.858e+00 1.436e-01  2 8.562e+00 1.998e-01  
0.03353487649664189  1.111e+02 1.122e+00 1.908e-01  0 1.926e+00 3.818e-01  1 2.974e+00 5.622e-01  2 4.911e+00 5.553e-01  
0.03353587649664188  1.116e+02 1.127e+00 1.828e-01  0 8.805e-01 6.439e-01  1 2.368e+00 6.685e-01  2 3.617e+00 7.283e-01  
0.03353687649664188  8.995e+01 9.086e-01 7.310e-01  0 5.608e+00 6.058e-02  1 1.405e+01 7.132e-03  2 1.442e+01 2.528e-02  
0.03353787649664188  9.247e+01 9.340e-01 6.654e-01  0 9.377e-01 6.257e-01  1 1.480e+00 8.301e-01  2 1.795e+00 9.376e-01  
0.03353887649664188  1.187e+02 1.199e+00 8.602e-02  0 2.256e+00 3.236e-01  1 4.949e+00 2.926e-01  2 6.522e+00 3.673e-01  
0.03353987649664188  7.660e+01 7.737e-01 9.538e-01  0 8.347e-01 6.588e-01  1 9.646e-01 9.151e-01  2 1.236e+00 9.751e-01  
0.03354087649664188  1.272e+02 1.284e+00 2.975e-02  0 1.065e+01 4.862e-03  1 1.408e+01 7.051e-03  2 1.435e+01 2.599e-02  
0.03354187649664189  8.882e+01 8.972e-01 7.587e-01  0 5.116e-01 7.743e-01  1 2.023e+00 7.315e-01  2 8.733e+00 1.891e-01  
0.03354287649664188  1.056e+02 1.066e+00 3.068e-01  0 8.285e+00 1.589e-02  1 1.227e+01 1.547e-02  2 1.550e+01 1.671e-02  
0.03354387649664188  9.739e+01 9.837e-01 5.270e-01  0 2.626e-01 8.770e-01  1 2.375e+00 6.671e-01  2 3.866e+00 6.948e-01  
0.03354487649664188  7.333e+01 7.407e-01 9.752e-01  0 1.543e+00 4.624e-01  1 2.094e+00 7.184e-01  2 4.161e+00 6.549e-01  
0.03354587649664188  1.210e+02 1.222e+00 6.614e-02  0 8.290e-01 6.607e-01  1 1.157e+00 8.851e-01  2 2.135e+00 9.069e-01  
0.03354687649664188  9.578e+01 9.675e-01 5.728e-01  0 2.131e-01 8.989e-01  1 8.732e-01 9.284e-01  2 2.257e+00 8.946e-01  
0.03354787649664188  1.045e+02 1.056e+00 3.330e-01  0 6.741e-01 7.139e-01  1 1.151e+00 8.861e-01  2 1.289e+00 9.722e-01  
0.03354887649664189  8.517e+01 8.603e-01 8.377e-01  0 7.653e-01 6.820e-01  1 1.634e+00 8.027e-01  2 6.592e+00 3.602e-01  
0.03354987649664188  1.187e+02 1.199e+00 8.616e-02  0 1.585e+00 4.526e-01  1 4.405e+00 3.539e-01  2 1.257e+01 5.046e-02  
0.03355087649664188  1.106e+02 1.117e+00 2.007e-01  0 6.913e-01 7.078e-01  1 1.948e+00 7.454e-01  2 2.318e+00 8.882e-01  
0.03355187649664188  9.004e+01 9.095e-01 7.289e-01  0 1.261e+00 5.324e-01  1 3.270e+00 5.137e-01  2 4.873e+00 5.602e-01  
0.03355287649664188  8.318e+01 8.402e-01 8.734e-01  0 6.566e+00 3.751e-02  1 8.843e+00 6.515e-02  2 1.051e+01 1.047e-01  
0.03355387649664188  9.735e+01 9.833e-01 5.281e-01  0 1.804e-01 9.138e-01  1 9.776e+00 4.437e-02  2 9.886e+00 1.296e-01  
0.03355487649664188  1.119e+02 1.131e+00 1.763e-01  0 7.273e+00 2.634e-02  1 7.628e+00 1.062e-01  2 1.192e+01 6.370e-02  
0.03355587649664189  1.129e+02 1.140e+00 1.609e-01  0 1.111e+01 3.862e-03  1 1.172e+01 1.956e-02  2 1.233e+01 5.491e-02  
0.03355687649664188  9.832e+01 9.931e-01 5.005e-01  0 2.390e+00 3.027e-01  1 3.426e+00 4.893e-01  2 4.419e+00 6.202e-01  
0.03355787649664188  8.168e+01 8.250e-01 8.967e-01  0 2.601e+00 2.723e-01  1 3.340e+00 5.027e-01  2 5.990e+00 4.244e-01  
0.03355887649664188  9.518e+01 9.614e-01 5.901e-01  0 2.126e+00 3.453e-01  1 2.451e+00 6.534e-01  2 4.305e+00 6.354e-01  
0.03355987649664188  8.584e+01 8.671e-01 8.244e-01  0 5.081e+00 7.882e-02  1 7.070e+00 1.322e-01  2 8.353e+00 2.133e-01  
0.03356087649664188  9.953e+01 1.005e+00 4.660e-01  0 9.951e-01 6.080e-01  1 4.642e+00 3.260e-01  2 8.431e+00 2.082e-01  
0.03356187649664188  8.314e+01 8.398e-01 8.740e-01  0 2.120e-01 8.994e-01  1 4.014e+00 4.041e-01  2 6.706e+00 3.489e-01  
0.03356287649664189  1.207e+02 1.219e+00 6.809e-02  0 1.142e+00 5.651e-01  1 5.993e+00 1.997e-01  2 1.087e+01 9.234e-02  
